CardholdeNDD,First Name,Last Name,Gender,ATMID,Birth Date,Occupation,AccountType,State Bank Of India
ED-009-1063,Umaru,Umar,M,ED-009,08-08-1992,Accountant,Current,1
WD-011-1183,Olumide,Ilelaboye,M,WD-011,05/20/1988,Marketing Executive,Current,0
SD-005-1065,Ikemefuna,Ojukwu,F,SD-005,08/16/1981,Engineer,Current,1
SD-002-1021,Ikechukwu,Ezeani,M,SD-002,09/30/2001,Student,Savings,1
WD-010-1113,Aremu,Okeke,M,WD-010,01/18/1987,Construction Worker,Savings,0
ND-005-1081,Femi,Onwuka,F,ND-005,10/16/1985,Manager,Savings,1
SD-003-1098,Ifeanyi,Nwafor,F,SD-003,11-10-2001,Accountant,Savings,1
ED-001-1139,Hafsatu,Firdausi,F,ED-001,04-05-1993,Lawyer,Current,1
SD-001-1104,Chukwuemeka,Okolo,M,SD-001,12-02-2003,Manager,Savings,1
SD-004-1051,Ifeoma,Ezenwa,M,SD-004,09/26/1995,Data Analyst,Savings,1
SD-007-1052,Chukwudi,Ezeudu,M,SD-007,09-09-1989,Engineer,Savings,1
SD-009-1065,Nneka,Nwachukwu,M,SD-009,01/24/1978,Factory Worker,Current,0
ED-009-1122,Ibrahim,Amina,F,ED-009,06-04-1995,Marketing Executive,Savings,1
ED-004-1153,Danjuma,Fatima,M,ED-004,08-10-1990,Electrician,Current,1
ED-007-1213,Halima,Nafisa,F,ED-007,05/19/1988,Health Professional,Savings,1
ND-005-1021,Temitope,Adeyemo,F,ND-005,10/20/1993,Data Analyst,Current,1
ED-010-1022,Rukayya,Abdullahi,F,ED-010,05/23/1995,Accountant,Savings,1
SD-008-1069,Ifeoma,Ude,M,SD-008,02-03-1992,Software Developer,Savings,1
ED-008-1169,Rabi,Hafsatu,M,ED-008,10/15/1991,Lawyer,Current,1
WD-001-1107,Olamide,Adewale,M,WD-001,05-08-1997,Manager,Savings,1
ED-002-1144,Abdulaziz,Hassan,M,ED-002,09-09-1990,Factory Worker,Current,0
ND-001-1030,Onyekachi,Ugochukwu,F,ND-001,03/22/1993,Marketing Executive,Savings,1
ND-007-1054,Ebubechukwu,Obioma,F,ND-007,08-07-2003,Lawyer,Savings,1
ED-008-1098,Fadila,Aliyu,F,ED-008,11-12-1999,Trader,Current,1
ED-008-1199,Halima,Rakiya,F,ED-008,11/13/1995,Lawyer,Savings,1
SD-004-1060,Chisom,Onyeka,M,SD-004,08-12-1986,Trader,Current,0
ED-009-1033,Ruqayya,Yusuf,F,ED-009,05/15/1985,Health Professional,Current,0
ED-008-1088,Danladi,Abdullahi,F,ED-008,04-05-1987,Health Professional,Savings,1
ED-003-1145,Sadiya,Shehu,M,ED-003,12-12-1983,Engineer,Savings,1
ED-004-1130,Ali,Umaru,F,ED-004,12/15/1991,Trader,Current,1
ED-009-1170,Abubakar,Nasiru,M,ED-009,05-01-1992,Health Professional,Current,0
WD-004-1201,Omololu,Akinfenwa,M,WD-004,12-11-2003,Student,Savings,1
ND-010-1036,Ebele,Adeyemo,M,ND-010,06/14/1978,Factory Worker,Current,0
SD-007-1077,Ogechi,Onyekwere,F,SD-007,03/14/1993,Health Professional,Current,1
WD-008-1145,Chinenye,Nwachukwu,F,WD-008,12/21/1988,Engineer,Current,1
WD-010-1214,Camillus,Onwuka,M,WD-010,08-05-1988,Farmer,Current,0
WD-010-1108,Ayo,Okeke,F,WD-010,08/18/1981,Software Developer,Savings,1
WD-015-1016,Nkemdirim,Adewale,F,WD-015,12-03-1979,Accountant,Current,1
ED-005-1086,Danjuma,Lawal,M,ED-005,12/19/1994,Plumber,Current,0
WD-003-1044,Ali,Makinde,M,WD-003,12-01-1987,Welder,Current,0
SD-005-1026,Nwabueze,Nwosu,M,SD-005,01/21/1994,Data Analyst,Current,0
WD-015-1109,Akpan,Akindele,F,WD-015,08-10-1994,Health Professional,Savings,1
SD-008-1047,Okechukwu,Okafor,M,SD-008,08/16/1996,Marketing Executive,Current,0
WD-001-1151,Nike,Abimbola,F,WD-001,08/16/1999,Student,Savings,0
WD-010-1136,Danladi,Mohammed,M,WD-010,09/27/1996,Accountant,Savings,1
ED-004-1069,Yusuf,Musa,M,ED-004,07/19/1978,Engineer,Current,0
WD-008-1205,Ekanem,Nwachukwu,M,WD-008,11-05-1982,Electrician,Savings,1
ED-006-1122,Abdulaziz,Abdullahi,F,ED-006,05-04-1997,Trader,Savings,1
WD-005-1268,Dinah,Makinde,F,WD-005,05-10-1991,Engineer,Current,1
ED-003-1174,Bello,Firdausi,M,ED-003,02-11-1991,Truck Driver,Current,0
ND-004-1073,Chidiebere,Nwadike,M,ND-004,04/19/1992,Human Resources Specialist,Savings,1
WD-011-1246,Ekele,Onu,F,WD-011,04/15/1990,Data Analyst,Current,1
SD-007-1014,Obioma,Nnaji,M,SD-007,04/15/1979,Carpenter,Savings,1
ED-004-1027,Habiba,Bala,F,ED-004,05-01-1986,Health Professional,Current,1
ND-010-1086,Oluwatosin,Chukwu,F,ND-010,01-02-1989,Engineer,Savings,0
WD-001-1060,Albert,Okoli,M,WD-001,05/16/1986,Health Professional,Savings,0
ED-004-1055,Zainab,Ahmed,F,ED-004,12-10-1999,Health Professional,Savings,1
ED-008-1041,Aisha,Hassan,F,ED-008,10-09-1993,Engineer,Current,1
ED-003-1017,Yusuf,Hassan,F,ED-003,12/18/1993,Marketing Executive,Current,1
ED-010-1123,Lawal,Lawal,F,ED-010,03/26/1994,Human Resources Specialist,Current,1
ED-007-1212,Danjuma,Mariam,F,ED-007,03/19/1996,Marketing Executive,Savings,0
ND-001-1059,Chidinma,Eke,M,ND-001,06/21/1992,Construction Worker,Savings,1
WD-012-1060,Oluwatobiloba,Abiola,F,WD-012,05-03-1999,Engineer,Savings,1
WD-001-1067,Adewunmi,Onyeka,F,WD-001,06/28/1982,Trader,Savings,1
ED-006-1182,Mustapha,Abdulrahman,F,ED-006,08/16/1986,Trader,Current,0
SD-009-1031,Chibuzo,Nwachukwu,M,SD-009,07/21/1983,Construction Worker,Current,0
SD-001-1046,Ugochi,Igwe,M,SD-001,11/20/1998,Software Developer,Current,1
WD-002-1064,Ebenezer,Okoli,M,WD-002,08-02-1983,Manager,Current,0
SD-008-1035,Ikenna,Okoli,M,SD-008,11/27/1992,Engineer,Current,0
SD-008-1091,Ugochukwu,Eze,M,SD-008,03-02-1993,Electrician,Current,1
SD-002-1011,Chioma,Okpara,F,SD-002,07/20/1979,Data Analyst,Savings,1
WD-004-1105,Oladayo,Adeyemi,F,WD-004,11-12-2001,Manager,Savings,1
WD-012-1214,Oluwamayowa,Okoro,F,WD-012,01-07-1986,Marketing Executive,Current,1
ED-005-1051,Maryam,Bala,F,ED-005,08/20/1991,Health Professional,Current,0
ED-002-1079,Abdulsalam,Abubakar,M,ED-002,02/25/1988,Engineer,Current,1
ED-009-1080,Usman,Aliyu,M,ED-009,01/23/2002,Trader,Current,0
SD-009-1009,Chinonso,Onuoha,M,SD-009,03/28/1991,Welder,Savings,1
ED-007-1205,Musa,Ruqayya,F,ED-007,11-12-1991,Engineer,Current,0
SD-008-1083,Nneka,Obasi,M,SD-008,02/13/2000,Student,Savings,1
WD-004-1129,Dorcas,Oladipo,F,WD-004,07/16/1983,Human Resources Specialist,Current,1
ND-007-1111,Chukwuemeka,Ezeani,F,ND-007,03-01-1994,Trader,Current,1
WD-014-1261,Bose,Okereke,F,WD-014,04/23/1995,Data Analyst,Current,1
ND-003-1004,Mabel,Aluko,F,ND-003,04-01-1979,Manager,Current,1
ED-006-1178,Ahmed,Sadiq,M,ED-006,09-10-1992,Human Resources Specialist,Current,1
ND-004-1017,Chisom,Briggs,F,ND-004,04/29/1981,Health Professional,Current,1
ED-010-1078,Rakiya,Suleiman,F,ED-010,01/25/2001,Trader,Savings,1
ND-010-1052,Sopuluchukwu,Pepple,F,ND-010,12/18/2002,Student,Savings,0
SD-001-1025,Uchenna,Nwankwo,M,SD-001,03-03-1994,Engineer,Savings,1
ED-002-1113,Khadija,Bello,F,ED-002,01/13/2000,Lawyer,Savings,1
WD-007-1158,Collins,Oluwamayowa,M,WD-007,05/21/1988,Plumber,Savings,1
WD-011-1111,Nnamdi,Ibe,F,WD-011,04/25/1996,Marketing Executive,Current,1
WD-002-1059,Kikelomo,Nwankwo,M,WD-002,11/22/2003,Farmer,Savings,0
ED-003-1033,Amina,Aliyu,M,ED-003,03/19/1993,Health Professional,Current,1
SD-005-1001,Chiamaka,Okeke,M,SD-005,06-08-1985,Manager,Savings,0
ED-008-1055,Hafsatu,Sani,F,ED-008,06-01-1988,Health Professional,Current,1
ED-009-1120,Musa,Shehu,M,ED-009,07-12-1985,Marketing Executive,Savings,1
ED-007-1159,Tijjani,Amina,M,ED-007,12-03-1980,Manager,Savings,0
ED-002-1112,Abdulrahman,Garba,M,ED-002,09-11-1990,Trader,Savings,1
ND-010-1070,Chinonso,Adeyemo,F,ND-010,06/29/2002,Student,Savings,1
SD-001-1041,Chidiebere,Onyekwere,M,SD-001,11/26/1988,Carpenter,Current,1
WD-014-1219,Anthony,Oluwaseyi,M,WD-014,01/21/1989,Health Professional,Savings,1
SD-009-1042,Okechukwu,Nwankwo,F,SD-009,02-02-1993,Marketing Executive,Current,1
ND-002-1090,Samuel,Nwadike,M,ND-002,10/16/1995,Health Professional,Savings,0
WD-010-1238,Niyi,Aregbesola,M,WD-010,04/28/1996,Electrician,Current,1
ND-007-1014,Tobechukwu,Obioma,M,ND-007,03/15/1979,Data Analyst,Savings,1
ED-003-1132,Ahmed,Suleiman,M,ED-003,12-10-1986,Welder,Current,0
WD-012-1124,Albert,Ude,M,WD-012,03/16/1998,Student,Savings,1
ED-001-1136,Khadija,Abdulkadir,F,ED-001,06-06-1994,Health Professional,Savings,1
WD-015-1130,Oluwaseyi,Adeyemi,M,WD-015,08/29/1985,Lawyer,Current,1
WD-002-1107,Adesanmi,Oladipo,F,WD-002,04/14/2001,Student,Savings,1
ND-008-1030,Victor,Okeke,M,ND-008,03-06-1993,Human Resources Specialist,Current,1
SD-005-1029,Ifunanya,Ezeani,F,SD-005,09/17/1993,Trader,Current,1
WD-002-1269,Christiana,Oluwagbemiga,F,WD-002,05/27/1989,Software Developer,Savings,1
ED-008-1131,Abdulrahman,Ahmed,F,ED-008,09-04-1997,Engineer,Savings,0
WD-010-1267,Olusola,Adeyemi,M,WD-010,01/30/1994,Farmer,Current,0
WD-015-1202,Olaniyi,Fagbuyi,F,WD-015,08/28/1984,Software Developer,Current,1
WD-015-1235,Funmilayo,Okafor,M,WD-015,09-12-1995,Marketing Executive,Current,1
SD-005-1072,Ikenna,Chukwuma,F,SD-005,03/18/1984,Engineer,Current,1
CD-002-1018,Hassan,Nafisat,F,CD-002,09/17/2009,Student,Savings,0
ED-008-1201,Nasiru,Nasiru,M,ED-008,12/28/1986,Lawyer,Current,1
SD-002-1078,Chiamaka,Nwankwo,F,SD-002,11/26/1986,Human Resources Specialist,Current,0
SD-006-1012,Amarachi,Ezeokeke,F,SD-006,06/20/1996,Manager,Savings,1
ND-009-1066,Chidera,Nwachukwu,M,ND-009,03/27/1989,Plumber,Savings,1
ND-009-1088,Femi,Ogbonda,F,ND-009,07-04-2001,Manager,Savings,1
SD-007-1029,Ogochukwu,Nwachukwu,F,SD-007,01/25/1989,Data Analyst,Savings,1
WD-010-1187,Aminat,Oluwaseun,M,WD-010,08/15/1997,Manager,Current,1
WD-013-1170,Jideofor,Asalu,F,WD-013,02-08-2002,Trader,Savings,1
WD-005-1168,Elijah,Adebayo,M,WD-005,01/26/1998,Carpenter,Savings,1
WD-013-1260,Ifeoluwa,Onyekwere,M,WD-013,10/24/2001,Carpenter,Savings,1
WD-008-1230,Oladimeji,Eze,M,WD-008,07/29/1992,Data Analyst,Savings,1
SD-004-1028,Emeka,Nwachukwu,M,SD-004,06/29/1998,Construction Worker,Savings,1
WD-003-1077,Adeola,Alao,F,WD-003,09-09-2002,Student,Savings,1
ND-007-1027,Eze,Eze,F,ND-007,02-05-1987,Engineer,Savings,1
WD-010-1077,Chisom,Eze,F,WD-010,07/25/1994,Marketing Executive,Savings,1
ED-008-1168,Danjuma,Rakiya,F,ED-008,01/31/2001,Accountant,Savings,1
WD-010-1244,Adeola,Nwankwo,M,WD-010,12-02-1991,Truck Driver,Savings,1
WD-002-1151,Wuraola,Nkele,F,WD-002,02-01-1997,Software Developer,Savings,1
ED-002-1067,Abdullahi,Abdullahi,M,ED-002,02/13/1995,Human Resources Specialist,Savings,1
WD-006-1258,Boluwatife,Oladipo,M,WD-006,03-01-1989,Plumber,Current,1
ED-003-1063,Hauwa,Yusuf,F,ED-003,07/30/1980,Human Resources Specialist,Current,0
WD-012-1264,Oluwatomi,Oluwamayowa,M,WD-012,12/31/1990,Carpenter,Current,1
ND-001-1052,David,Obioma,F,ND-001,06-12-2002,Trader,Savings,1
ND-010-1113,Gift,Wobo,M,ND-010,04/19/1989,Accountant,Current,1
WD-013-1141,Agatha,Alamu,M,WD-013,03/20/1983,Data Analyst,Current,0
SD-007-1101,Onyinyechi,Nwachukwu,F,SD-007,09/21/1991,Engineer,Savings,1
ND-010-1051,Femi,Nwokocha,F,ND-010,12/20/2000,Health Professional,Savings,1
ED-009-1058,Salma,Aliyu,M,ED-009,10/23/1988,Accountant,Savings,1
SD-004-1086,Kelechi,Okonkwo,M,SD-004,03-03-1989,Truck Driver,Current,0
SD-009-1090,Ndubuisi,Ezeani,M,SD-009,01-06-1980,Welder,Savings,1
ED-010-1154,Ahmed,Zainab,F,ED-010,11-10-1985,Engineer,Savings,1
WD-012-1166,Afolabi,Amosun,F,WD-012,12-12-2002,Student,Savings,1
SD-007-1055,Ikechukwu,Onyema,M,SD-007,06-06-1989,Factory Worker,Savings,1
ED-004-1074,Fadila,Ahmed,F,ED-004,01-10-1980,Accountant,Savings,1
SD-006-1032,Chukwuemeka,Okonkwo,M,SD-006,12/17/1994,Carpenter,Current,0
ED-006-1024,Tijjani,Usman,M,ED-006,11/16/1990,Factory Worker,Current,1
WD-013-1002,Alex,Eze,M,WD-013,02-07-1985,Health Professional,Current,1
ND-009-1101,Harrison,Amaechi,M,ND-009,05/30/1989,Truck Driver,Savings,1
WD-005-1167,Chinelo,Ekpoh,M,WD-005,07/15/1987,Welder,Current,1
ND-009-1061,Jennifer,Okeke,F,ND-009,07-09-1999,Engineer,Current,1
SD-001-1085,Chioma,Mba,M,SD-001,07/14/1999,Student,Savings,1
SD-001-1098,Nkechi,Obi,M,SD-001,12/13/1981,Trader,Current,1
ND-002-1084,Harrison,Chukwu,F,ND-002,04-01-1998,Accountant,Current,0
WD-002-1261,Ayodeji,Bala,F,WD-002,11/28/2001,Student,Savings,1
ND-004-1029,Tonia,Brown,M,ND-004,07-05-1990,Electrician,Current,1
ED-007-1060,Sani,Suleiman,M,ED-007,10/29/1993,Human Resources Specialist,Savings,1
WD-011-1016,Omolara,Akinola,F,WD-011,01/25/2003,Student,Savings,1
ED-009-1066,Sani,Yusuf,F,ED-009,03/15/2003,Student,Savings,0
ED-006-1074,Abdulaziz,Ahmad,M,ED-006,07/18/1990,Marketing Executive,Savings,0
WD-010-1141,Chidiebube,Adesina,F,WD-010,06/15/1991,Engineer,Current,1
WD-009-1099,Olusola,Ibrahim,M,WD-009,11-12-1993,Farmer,Savings,1
CD-001-1027,Chidiebube,Akinwale,M,CD-001,07-11-1981,Construction Worker,Current,1
WD-012-1246,Akinyemi,Ayodele,M,WD-012,01/17/1992,Truck Driver,Current,1
WD-001-1276,Diana,Nwosu,M,WD-001,06-02-1999,Student,Savings,1
WD-001-1147,Dayo,Oluwakemi,M,WD-001,08-12-1988,Manager,Savings,1
ED-008-1179,Aisha,Nafisat,M,ED-008,01/18/1994,Farmer,Current,1
ED-008-1116,Hafsatu,Yakubu,M,ED-008,04/20/1980,Welder,Savings,1
ED-007-1071,Mustapha,Yakubu,M,ED-007,04/18/1989,Electrician,Current,1
WD-001-1125,Boniface,Akintoye,M,WD-001,03-03-2005,Student,Savings,1
SD-003-1031,Chioma,Obioma,M,SD-003,05-02-1987,Carpenter,Current,1
ND-006-1023,Joyce,Briggs,F,ND-006,10/26/1978,Software Developer,Current,0
ND-008-1015,Victor,Akobo,M,ND-008,02/28/1984,Human Resources Specialist,Savings,1
ED-009-1149,Abubakar,Abdulsalam,M,ED-009,02/26/1995,Truck Driver,Savings,1
ED-010-1011,Abdullahi,Umar,F,ED-010,03/22/2000,Marketing Executive,Savings,1
WD-015-1259,Pelumi,Amosun,F,WD-015,01-12-1981,Software Developer,Savings,0
ED-002-1014,Ismaila,Abubakar,F,ED-002,01-04-1990,Health Professional,Savings,1
ED-003-1195,Salma,Nafisat,M,ED-003,09/30/2004,Trader,Savings,1
WD-015-1024,Olamide,Oluwabusayo,F,WD-015,04/13/2009,Student,Savings,1
WD-004-1102,Olumuyiwa,Alade,M,WD-004,01/21/1994,Lawyer,Current,1
ND-006-1005,Emeka,Pepple,M,ND-006,05-12-2001,Student,Savings,1
ED-007-1097,Nafisa,Umar,F,ED-007,02/20/2002,Marketing Executive,Current,0
ND-001-1019,Gift,Okeke,F,ND-001,06/29/1996,Manager,Current,1
ND-006-1017,Cynthia,Pepple,F,ND-006,10-08-1999,Accountant,Current,0
ND-005-1092,Eze,Eke,M,ND-005,09/24/1999,Lawyer,Current,1
WD-005-1280,Oluwagbemiga,Okafor,F,WD-005,03-02-1984,Trader,Current,1
ND-001-1103,Temitope,Nduka,F,ND-001,05-10-2000,Student,Savings,1
WD-011-1187,Caleb,Nwachukwu,M,WD-011,02/26/1996,Truck Driver,Savings,1
ND-010-1073,Victor,Okon,F,ND-010,05/21/2003,Manager,Current,1
WD-001-1071,Ayodeji,Olawale,M,WD-001,01/14/1981,Marketing Executive,Current,1
ND-001-1067,Chisom,Akpobari,M,ND-001,06/27/1997,Welder,Savings,1
ED-008-1195,Sadiq,Hauwa,M,ED-008,10/27/2003,Trader,Savings,0
WD-003-1019,Ifeoluwa,Ige,F,WD-003,10/19/1991,Engineer,Savings,1
ND-010-1106,Samuel,Brown,F,ND-010,07-05-2008,Student,Savings,1
ND-009-1059,Ifeanyichukwu,Wike,M,ND-009,06/18/1994,Farmer,Savings,1
ED-008-1067,Mustapha,Yusuf,M,ED-008,07/16/2002,Accountant,Savings,1
ND-001-1014,Ogechi,Akpobari,F,ND-001,03-03-1978,Trader,Savings,0
ED-008-1053,Ruqayya,Ahmed,M,ED-008,12-08-1978,Lawyer,Savings,1
WD-006-1166,Chikamso,Ademola,M,WD-006,02-10-1983,Mechanic,Savings,1
WD-014-1097,Adewale,Okafor,M,WD-014,11-12-1988,Farmer,Savings,1
ND-009-1015,Chinwe,Okorie,F,ND-009,06/13/2001,Marketing Executive,Current,1
WD-007-1261,Oluwaseyi,Obi,F,WD-007,08/20/2003,Software Developer,Current,1
WD-004-1078,Olufemi,Famuyiwa,M,WD-004,11-12-2003,Plumber,Current,1
WD-014-1108,Ebunoluwa,Adebayo,F,WD-014,04/19/1999,Student,Savings,1
SD-004-1046,Ifeanyi,Obi,F,SD-004,05-12-1983,Accountant,Current,1
ND-004-1056,Emmanuel,Okoli,F,ND-004,09/23/1992,Software Developer,Current,0
WD-008-1213,Oluwatobi,Oluwalonimi,M,WD-008,08-11-1984,Health Professional,Savings,1
WD-003-1234,Olufunmi,Okoro,M,WD-003,08/23/2000,Mechanic,Current,1
ED-002-1022,Sadiq,Abubakar,M,ED-002,06-05-2002,Student,Savings,1
ND-007-1010,Chiamaka,Peterside,F,ND-007,08-04-1987,Health Professional,Savings,1
WD-008-1092,Charity,Odumosu,M,WD-008,11/22/1985,Software Developer,Current,0
WD-014-1178,Adebowale,Lawal,M,WD-014,08/28/2001,Student,Savings,1
WD-005-1162,Nifemi,Akande,M,WD-005,10/24/1998,Factory Worker,Current,0
WD-005-1125,Anthonia,Ojo,F,WD-005,06/28/1979,Human Resources Specialist,Savings,1
WD-007-1174,Dominic,Okereke,F,WD-007,03-04-2002,Health Professional,Current,1
WD-011-1192,Oluwatomi,Eze,M,WD-011,09-06-1999,Student,Savings,0
WD-007-1082,Ibukunoluwa,Okereke,F,WD-007,11/17/2002,Data Analyst,Savings,1
WD-001-1092,Chikodi,Udofia,F,WD-001,01-11-2003,Student,Savings,1
SD-007-1097,Chiagozie,Ugwu,F,SD-007,07/19/1998,Software Developer,Savings,1
ND-007-1004,Ifeoma,Akobo,F,ND-007,01/22/1999,Student,Savings,1
ED-002-1041,Rukayat,Hassan,M,ED-002,08-11-1996,Human Resources Specialist,Current,1
WD-005-1095,Ekene,Adebisi,M,WD-005,06-07-1986,Plumber,Current,1
WD-005-1241,Oluwarotimi,Onyeka,F,WD-005,03-02-1996,Lawyer,Savings,1
WD-004-1030,Oluwaseyi,Lawal,F,WD-004,05/24/2002,Student,Savings,1
WD-015-1186,Bertha,Adebayo,M,WD-015,02-07-1991,Carpenter,Savings,0
WD-011-1069,Ifeoluwa,Okafor,F,WD-011,01/27/2000,Manager,Current,0
ED-006-1004,Abubakar,Bala,M,ED-006,11/14/2002,Trader,Savings,1
ND-003-1071,Ogechi,Wobo,F,ND-003,10/14/1995,Data Analyst,Savings,0
WD-012-1020,Nike,Adeleke,F,WD-012,02-03-1983,Health Professional,Savings,1
ED-008-1160,Ibrahim,Rukayat,M,ED-008,03/13/1988,Trader,Savings,0
ED-004-1229,Ibrahim,Abdulaziz,F,ED-004,07/22/2001,Engineer,Savings,1
WD-010-1107,Caroline,Okeke,F,WD-010,01/26/2000,Student,Savings,1
WD-014-1153,Efosa,Adetayo,M,WD-014,06-10-2003,Student,Savings,1
ED-005-1114,Danjuma,Sani,M,ED-005,01/14/1993,Human Resources Specialist,Savings,1
WD-009-1042,Nike,Opeyemi,M,WD-009,02-01-1991,Engineer,Current,1
ED-002-1221,Ibrahim,Aisha,M,ED-002,07-06-2002,Student,Savings,1
ED-003-1143,Abdulsalam,Danladi,M,ED-003,07-06-1998,Factory Worker,Current,0
ED-005-1115,Umaru,Ahmad,M,ED-005,09-01-1998,Marketing Executive,Savings,1
WD-007-1036,Adeola,Okafor,M,WD-007,08/18/1982,Welder,Savings,0
ED-010-1041,Shehu,Hassan,F,ED-010,08-03-1990,Health Professional,Current,0
ND-002-1071,Emmanuel,Obinna,M,ND-002,04-03-2002,Student,Savings,1
WD-012-1203,Eniola,Adewale,M,WD-012,04/22/1994,Data Analyst,Current,1
SD-003-1039,Ifeoma,Orji,M,SD-003,05/15/1996,Data Analyst,Current,0
WD-004-1213,Ayo,Okoro,M,WD-004,11/17/1997,Marketing Executive,Savings,1
WD-001-1180,Boluwatife,Oluwatobiloba,M,WD-001,06-07-1988,Engineer,Current,1
WD-014-1260,Chinelo,Aregbesola,M,WD-014,09/27/1990,Human Resources Specialist,Current,0
ED-006-1151,Abdulkadir,Nafisat,F,ED-006,11/24/1987,Accountant,Current,1
ND-006-1006,Solomon,Briggs,M,ND-006,06/23/1988,Electrician,Savings,0
WD-014-1071,Christopher,Adeniran,F,WD-014,11/15/1999,Student,Savings,1
ED-006-1006,Aisha,Danjuma,M,ED-006,05/24/1997,Human Resources Specialist,Current,0
ED-007-1128,Yakubu,Umaru,M,ED-007,06-06-1998,Factory Worker,Savings,1
ED-006-1042,Fati,Sani,M,ED-006,07/28/1985,Truck Driver,Savings,1
ED-002-1199,Sadiq,Abdulaziz,F,ED-002,02/26/2001,Marketing Executive,Savings,1
WD-008-1277,Oluwarotimi,Akinola,F,WD-008,03-08-1978,Data Analyst,Savings,1
WD-010-1215,Ebunoluwa,Adeyemi,M,WD-010,08/16/1989,Mechanic,Current,1
ED-009-1073,Ruqayya,Danjuma,M,ED-009,10-08-1979,Manager,Savings,1
ED-009-1048,Rakiya,Mohammed,F,ED-009,03/22/1981,Health Professional,Savings,0
ND-010-1043,Isaiah,Pepple,F,ND-010,10/18/2002,Human Resources Specialist,Current,0
WD-013-1285,Comfort,Adegbite,M,WD-013,03-08-1995,Human Resources Specialist,Savings,1
ND-008-1034,Patricia,Brown,F,ND-008,05/30/2003,Student,Savings,1
ND-009-1035,Obinna,Wike,F,ND-009,04/14/1996,Data Analyst,Savings,0
WD-013-1206,Chinyere,Adebayo,M,WD-013,08/31/1986,Data Analyst,Savings,1
WD-007-1038,Ayo,Ekundayo,M,WD-007,05/22/1993,Mechanic,Current,1
ND-007-1056,Nkechi,Amadi,F,ND-007,10-05-1998,Student,Savings,1
WD-005-1094,Omolabake,Omobolanle,M,WD-005,11/16/1996,Electrician,Current,1
WD-005-1219,Divine,Okafor,M,WD-005,08-04-1992,Construction Worker,Current,0
ED-008-1007,Maryam,Suleiman,F,ED-008,03-04-1998,Marketing Executive,Savings,1
SD-005-1028,Adaeze,Okafor,F,SD-005,10/22/2002,Manager,Current,0
WD-001-1142,Camillus,Akindele,M,WD-001,12/14/1993,Factory Worker,Savings,1
ED-006-1093,Usman,Bello,M,ED-006,01/15/1995,Factory Worker,Current,1
ND-006-1102,Eberechukwu,Wachukwu,M,ND-006,02/21/1996,Welder,Savings,1
SD-001-1074,Oluoma,Okoye,M,SD-001,11/21/1987,Trader,Savings,0
WD-010-1102,Akinbiyi,Amosun,F,WD-010,05-07-1999,Student,Savings,1
WD-007-1260,Ifeoluwa,Adebayo,M,WD-007,12-11-2001,Student,Savings,1
ND-005-1045,Chibuzo,Akobo,F,ND-005,03/30/1990,Marketing Executive,Savings,0
ND-009-1046,Abiola,Briggs,M,ND-009,12-10-1997,Construction Worker,Savings,1
ED-004-1185,Abdulkadir,Bashir,F,ED-004,10-06-1986,Lawyer,Savings,1
ED-004-1141,Abdulsalam,Salisu,M,ED-004,03/27/1990,Health Professional,Current,1
ED-009-1123,Ahmad,Hassan,M,ED-009,10/28/1992,Health Professional,Current,1
WD-001-1230,Nike,Adeolu,M,WD-001,10/13/2002,Student,Savings,1
WD-002-1100,Akubueze,Adeleke,M,WD-002,10-10-1992,Mechanic,Savings,1
ED-008-1039,Adamu,Adamu,M,ED-008,04-04-1996,Carpenter,Current,0
SD-006-1037,Chidinma,Eke,F,SD-006,10-02-1981,Trader,Current,1
WD-014-1118,Omolabake,Okoro,M,WD-014,09-04-1992,Electrician,Current,1
WD-014-1213,Adesanmi,Akintoye,F,WD-014,02/24/1989,Human Resources Specialist,Current,1
ED-009-1101,Lawal,Abdu,M,ED-009,03/13/2000,Carpenter,Savings,1
SD-002-1032,Chidiebere,Okeke,M,SD-002,03-02-1987,Factory Worker,Current,1
WD-011-1190,Diana,Igwe,M,WD-011,11-01-2000,Software Developer,Savings,1
WD-008-1225,Bolaji,Akinyemi,F,WD-008,11/27/1995,Manager,Savings,1
ND-003-1080,Clinton,Ezeani,M,ND-003,02/15/1985,Trader,Savings,1
ND-010-1100,Chiamaka,Nwokocha,M,ND-010,09/20/2000,Student,Savings,1
ED-006-1067,Adamu,Suleiman,F,ED-006,04-04-1994,Human Resources Specialist,Savings,0
ED-010-1077,Abdullahi,Yusuf,F,ED-010,06/27/1994,Trader,Current,1
ED-006-1115,Sani,Farouk,M,ED-006,09-03-2002,Trader,Savings,1
WD-014-1196,Xaviera,Ademola,M,WD-014,04/21/1998,Student,Savings,1
WD-011-1040,Olamide,Alao,F,WD-011,09-07-1987,Human Resources Specialist,Savings,0
ND-001-1024,Edidiong,Eke,M,ND-001,03-11-1994,Farmer,Savings,1
ED-009-1136,Sani,Rakiya,M,ED-009,02-06-1992,Plumber,Savings,1
ED-004-1088,Suleiman,Aliyu,M,ED-004,11/14/1991,Plumber,Savings,1
WD-008-1217,Oluwakemi,Mohammed,M,WD-008,06/22/1989,Lawyer,Current,0
SD-005-1002,Obioma,Orji,M,SD-005,08/17/1989,Engineer,Savings,1
SD-008-1044,Ikenna,Eke,F,SD-008,11/17/1995,Human Resources Specialist,Savings,0
